doc_content,doc_section,content_root1,content_root2,content_root3,content_root4,content_chapter,doc_title,doc_index,doc_order
,"13.7.1  Design ofslab systems by the Equivalent Frame Method shall be based on assumptions given in 13.7.2 through 13.7.6, and all sections ofslabs and supporting members shall be proportioned for momentsand shears thus obtained.",13.7 -Equivalent frame method,"13.7.1  Design ofslab systems by the Equivalent Frame Method shall be based on assumptions given in 13.7.2 through 13.7.6, and all sections ofslabs and supporting members shall be proportioned for momentsand shears thus obtained.",,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1171
" Where metal column capitals are used, itshall be permitted to takeaccount of their contributions to stiffness and resistanceto moment and to shear. ",13.7.1.1,13.7 -Equivalent frame method,"13.7.1  Design ofslab systems by the Equivalent Frame Method shall be based on assumptions given in 13.7.2 through 13.7.6, and all sections ofslabs and supporting members shall be proportioned for momentsand shears thus obtained.",13.7.1.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1172
" Neglecting thechangein length ofcolumns and slabs due to directstress, and deflections due to shear, shall be permitted. ",13.7.1.2,13.7 -Equivalent frame method,"13.7.1  Design ofslab systems by the Equivalent Frame Method shall be based on assumptions given in 13.7.2 through 13.7.6, and all sections ofslabs and supporting members shall be proportioned for momentsand shears thus obtained.",13.7.1.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1173
,13.7.2  Equivalent frame,13.7 -Equivalent frame method,13.7.2  Equivalent frame,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1174
 The structureshall be considered to be madeup of equivalent frames on column lines taken longitudinally and transversely through the building. ,13.7.2.1,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1175
" Each frameshall consist ofa row ofcolumns or supports and slab-beam strips, bounded laterally by the centerline ofpanel on each side ofthecenterline ofcolumns or supports. ",13.7.2.2,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1176
 Columns orsupports shall be assumed to beattached to slab-beam strips by torsional members(13.7.5) transverse to the direction ofthe span for which moments are being determined andextending to bounding lateral panel centerlines on each side ofa column.  ,13.7.2.3,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.3,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1177
 Framesadjacent and parallel to an edge shall be boundedby thatedge and the centerline of adjacent panel ,13.7.2.4,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.4,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1178
" Analysisofeach equivalent frame in Its entirety shall be permitted. Alternatively for gravity loading, a separate analysis ofeach floor orroof with farends ofcolumns considered fixed shall be permitted. ",13.7.2.5,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.5,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1179
" Where slab beams are analyzed separately, determination of moment ata given support assuming that the slab-beam 1S fixed atany support two panels distant therefrom shall be permitted, provided the slab continues beyond that point.  ",13.7.2.6,13.7 -Equivalent frame method,13.7.2  Equivalent frame,13.7.2.6,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1180
,13.7.3  Slab-beams,13.7 -Equivalent frame method,13.7.3  Slab-beams,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1181
 Determination ofthe moment ofinertia ofslabbeams atany cross section outside ofJoints or column capitals using the gross area ofconcrete shall be permitted. ,13.7.3.1,13.7 -Equivalent frame method,13.7.3  Slab-beams,13.7.3.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1182
 Variation in moment of inertia alongaxis of slab-beams shall betaken into account. ,13.7.3.2,13.7 -Equivalent frame method,13.7.3  Slab-beams,13.7.3.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1183
" Moment of inertia of slab-beams from center of column to face of column, bracket, or capital shall be assumed equal to the moment of inertia of the slab-beam at face of column, bracket, or capital divided by the quantity (1 ? c2 / l2)2 where c2 and l2 are measured transverse to the direction of thespan for which moments are being determined. ",13.7.3.3,13.7 -Equivalent frame method,13.7.3  Slab-beams,13.7.3.3,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1184
,13.7.4 -Columns,13.7 -Equivalent frame method,13.7.4 -Columns,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1185
 Determination of the moment of inertia of columns at any cross section outside of joints or column capitals using the gross area of concrete shall be permitted. ,13.7.4.1,13.7 -Equivalent frame method,13.7.4 -Columns,13.7.4.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1186
 Variation in moment of inertia along axis of columns shall be taken into account.  ,13.7.4.2,13.7 -Equivalent frame method,13.7.4 -Columns,13.7.4.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1187
 Moment of inertia of columns from top to bottom of the slab-beam at a joint shall be assumed infinite.  ,13.7.4.3,13.7 -Equivalent frame method,13.7.4 -Columns,13.7.4.3,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1188
,13.7.5 -Torsional members,13.7 -Equivalent frame method,13.7.5 -Torsional members,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1189
,13.7.5.1  Torsional members (13.7.2.3) shall be assumed to have a constant cross section throughout their length consisting of the largest of ,13.7 -Equivalent frame method,13.7.5 -Torsional members,13.7.5.1  Torsional members (13.7.2.3) shall be assumed to have a constant cross section throughout their length consisting of the largest of ,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1190
" A portion of slab having a width equal to that of the column, bracket, or capital in the direction of the span for which moments are being determined; ",(a),13.7 -Equivalent frame method,13.7.5 -Torsional members,13.7.5.1  Torsional members (13.7.2.3) shall be assumed to have a constant cross section throughout their length consisting of the largest of ,(a),CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1191
" For monolithic or fully composite construction, the portion of slab specified in (a) plus that part of the transversebeam above and below the slab; and ",(b),13.7 -Equivalent frame method,13.7.5 -Torsional members,13.7.5.1  Torsional members (13.7.2.3) shall be assumed to have a constant cross section throughout their length consisting of the largest of ,(b),CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1192
 The transverse beam as defined in 13.2.4. ,(c),13.7 -Equivalent frame method,13.7.5 -Torsional members,13.7.5.1  Torsional members (13.7.2.3) shall be assumed to have a constant cross section throughout their length consisting of the largest of ,(c),CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1193
" Where beams frame into columns in the direction of the span for which moments are being determined, the torsional stiffness shall be multiplied by the ratio of moment of inertia of slab with such beam to moment of inertia of slab without such beam. ",13.7.5.2,13.7 -Equivalent frame method,13.7.5 -Torsional members,13.7.5.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1194
,13.7.6 -Arrangement of live load,13.7 -Equivalent frame method,13.7.6 -Arrangement of live load,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1195
" When loading pattern is known, the equivalent frame shall be analyzed for that load. ",13.7.6.1,13.7 -Equivalent frame method,13.7.6 -Arrangement of live load,13.7.6.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1196
" When live load is variable but does not exceed three-quarters the dead load, or the nature of live load is such that all panels will be loaded simultaneously, it shall be permitted to assume that maximum factored moments occur at all sections with full factored live load on entire slab system. ",13.7.6.2,13.7 -Equivalent frame method,13.7.6 -Arrangement of live load,13.7.6.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1197
" For loading conditions other than those defined in 13.7.6.2, it shall be permitted to assume that maximumpositive factored moment near midspan of a panel occurs with three-quarters the full factored live load on the panel and on alternate panels; and it shall be permitted to assume that maximum negative factored moment in the slab at a support occurs with three-quarters the full live load on adjacent panels only. ",13.7.6.3,13.7 -Equivalent frame method,13.7.6 -Arrangement of live load,13.7.6.3,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1198
 Factored moments shall be taken not less than those occurring with full factored live load on all panels. ,13.7.6.4,13.7 -Equivalent frame method,13.7.6 -Arrangement of live load,13.7.6.4,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1199
,13.7.7 -Factored moments,13.7 -Equivalent frame method,13.7.7 -Factored moments,,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1200
" At interior supports, critical section for negative factored moment (in both column and middle strips) shall be taken at face of rectilinear supports, but not greater than 0.175l1 from center of a column. ",13.7.7.1,13.7 -Equivalent frame method,13.7.7 -Factored moments,13.7.7.1,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1201
" At exterior supports provided with brackets or capitals, critical section for negative factored moment in the span perpendicular to an edge shall be taken at a distance from face of supporting element not greater than one-half the projection of bracket or capital beyond face of supporting element. ",13.7.7.2,13.7 -Equivalent frame method,13.7.7 -Factored moments,13.7.7.2,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1202
 Circular or regular polygon shaped supports shall be treated as square supports with the samearea for location ofcritical section for negative design moment. ,13.7.7.3,13.7 -Equivalent frame method,13.7.7 -Factored moments,13.7.7.3,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1203
" When slab systems within limitationsof 13.6.1 areanalyzed by the Equivalent Frame Method, itshall be permitted toreduce the resultingcomputed moments in such proportion that theabsolute sum ofthe positive and average negative moments used in design need not exceed the value obtained from Eq. (13-3). ",13.7.7.4,13.7 -Equivalent frame method,13.7.7 -Factored moments,13.7.7.4,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1204
" Distribution ofmomentsatcritical sections across the slab-beam strip ofeach frame to column strips, beams, and middle strips as provided in 13.6.4, 13.6.5 and 13.6.6 shall be permitted ifthe requirement of 13.6.1 61S satisfied. ",13.7.7.5,13.7 -Equivalent frame method,13.7.7 -Factored moments,13.7.7.5,,CHAPTER 13 -TWO-WAY SLAB SYSTEMS,,,1205
,,,,,,CHAPTER 14 -WALLS,,,1206
"--Notation Ag = gross area of section, in. 2 f' = specified compressivestrength of concrete, psi h = overall thickness ofmember, in. k = effective length factor fc = vertical distance between supports, in. P, = nominalaxial load strength ofwall designed by 14.4 now = strength reduction factor. See 9.3 ",14,14,,,,CHAPTER 14 -WALLS,,,1207
,14.1 -Scope,14.1 -Scope,,,,CHAPTER 14 -WALLS,,,1208
" Provisions of Chapter 14 shallapply for design of walls subjected to axial load, with or without flexure. ",14.1.1,14.1 -Scope,14.1.1,,,CHAPTER 14 -WALLS,,,1209
 Cantilever retaining walls are designed in accordance with the flexural design provisions ofChapter 10. The minmmum horizontal reinforcementshall be in accordance with 14.3.3 butshall not be less than that requiredby7.12. ,14.1.2,14.1 -Scope,14.1.2,,,CHAPTER 14 -WALLS,,,1210
,14.2  General,14.2  General,,,,CHAPTER 14 -WALLS,,,1211
 Wallsshall be designed for eccentric loads and any lateral orother loads to which they are subjected. ,14.2.1,14.2  General,14.2.1,,,CHAPTER 14 -WALLS,,,1212
" Wallssubject to axial loads shall bedesigned in accordance with 14.2, 14.3, and either 14.4or 14.5. ",14.2.2,14.2  General,14.2.2,,,CHAPTER 14 -WALLS,,,1213
 Design for shear shall be in accordance with 11.10. ,14.2.3,14.2  General,14.2.3,,,CHAPTER 14 -WALLS,,,1214
" Unless demonstrated by a detailed analysis, horizontal length of wall to be considered as effective for each concentrated load shall not exceed center-to-center distance between loads, nor width of bearing plus four times the wall thickness. ",14.2.4,14.2  General,14.2.4,,,CHAPTER 14 -WALLS,,,1215
 Compression members built integrally with walls shall conform to 10.8.2. ,14.2.5,14.2  General,14.2.5,,,CHAPTER 14 -WALLS,,,1216
" Walls shall be anchored to intersecting elements such as floors, roofs. orto columns, pilasters, buttresses,and intersectingwalls, and footings. ",14.2.6,14.2  General,14.2.6,,,CHAPTER 14 -WALLS,,,1217
 Quantity ofreinforcement and limits ofthickness required by 14.3 and 14.5 shall be permitted to be waived where structural analysis shows adequate strength and stability. ,14.2.7,14.2  General,14.2.7,,,CHAPTER 14 -WALLS,,,1218
 Transfer of force to footingat base ofwall shall be in accordance with 15.8.  ,14.2.8,14.2  General,14.2.8,,,CHAPTER 14 -WALLS,,,1219
,14.3  -Minimum reinforcement,14.3  -Minimum reinforcement,,,,CHAPTER 14 -WALLS,,,1220
 Minimum vertical and horizontal reinforcement shall be m accordance with 14.3.2 and 14.3.3 unless a greater amount IS required for shear by 11.110.8 and 11.10.9. ,14.3.1,14.3  -Minimum reinforcement,14.3.1,,,CHAPTER 14 -WALLS,,,1221
,14.3.2  Minimum rat10 ofvertical reinforcement area to gross concrete area shall be:,14.3  -Minimum reinforcement,14.3.2  Minimum rat10 ofvertical reinforcement area to gross concrete area shall be:,,,CHAPTER 14 -WALLS,,,1222
" 0.0012 for deformed bars notlarger than No. 5 with specifiedyield strength not less than 60,000 psi; or  ",(a),14.3  -Minimum reinforcement,14.3.2  Minimum rat10 ofvertical reinforcement area to gross concrete area shall be:,(a),,CHAPTER 14 -WALLS,,,1223
" 0.0015 for other deformed bars, or  ",(b),14.3  -Minimum reinforcement,14.3.2  Minimum rat10 ofvertical reinforcement area to gross concrete area shall be:,(b),,CHAPTER 14 -WALLS,,,1224
 0.0012 for welded wire fabric (plain or deformed) not larger than W31 or D31. ,(c),14.3  -Minimum reinforcement,14.3.2  Minimum rat10 ofvertical reinforcement area to gross concrete area shall be:,(c),,CHAPTER 14 -WALLS,,,1225
,14.3.3  Minimum rat10 ofhorizontal reinforcement area to gross concrete area shall be:,14.3  -Minimum reinforcement,14.3.3  Minimum rat10 ofhorizontal reinforcement area to gross concrete area shall be:,,,CHAPTER 14 -WALLS,,,1226
" 0.0020 for deformed bars not larger than No. 5 witha specifiedyield strength not less than 60,000 psi, or  ",(a),14.3  -Minimum reinforcement,14.3.3  Minimum rat10 ofhorizontal reinforcement area to gross concrete area shall be:,(a),,CHAPTER 14 -WALLS,,,1227
 0.0025 for other deformed bars; or  ,(b),14.3  -Minimum reinforcement,14.3.3  Minimum rat10 ofhorizontal reinforcement area to gross concrete area shall be:,(b),,CHAPTER 14 -WALLS,,,1228
